"","name","mean_ndci_fall","mean_ndci_spring","mean_ndci_summer","mean_ndci_winter","min_ndci_fall","min_ndci_spring","min_ndci_summer","min_ndci_winter","max_ndci_fall","max_ndci_spring","max_ndci_summer","max_ndci_winter"
"17","Arkansas River Pool  8",0.109125465970196,-0.012374185472225,0.0490726786770792,-0.002427129266405,0.0116583358019764,-0.0539392322887248,0.0125711486143327,-0.0944720508695415,0.262831130097061,0.042937515684568,0.105857055778112,0.231888848888139
"18","Arkansas River Pool  9",0.114939916963836,-0.023138485167944,0.0365502458828642,0.00910804257668619,-0.0134584503284541,-0.0588835037930364,-0.0347384871728195,-0.103000824016656,0.279089178895047,0.0245124083981365,0.128292360239223,0.263583337243177
"19","Arkansas River Pool 13",0.13055559314793,0.00457621342932385,0.0579062013783466,-0.0100588071878332,0.0361276991852594,-0.0469101960812037,0.0254548492748236,-0.101576649397648,0.212438265358235,0.0579172692546682,0.234187201247205,0.0745428280584458
"20","Atwood Lake",0.0601382066064674,0.025818765311962,0.0426401444011438,0.0383150637742222,-0.00756347597284545,-0.035824967620773,-0.0323495190338657,-0.0268203206698557,0.144112436135832,0.103523492507595,0.125515767770887,0.107355573589051
"21","Aylesworth Creek Lake",0.0068215676443862,-0.0507581331053526,NA,-0.0603481544605533,-0.0759237293365054,-0.173824695619723,NA,-0.109971494192396,0.26019221165207,0.0184434855819828,NA,-0.0213740693099982
"22","B. Everett Jordan Lake",0.121729158985257,0.0714984456919936,0.0892871387351652,0.0416189027439627,0.0635654435134355,0.00856835900697771,0.030764768175504,-0.00619647506238998,0.183014010862106,0.119174312489683,0.143188830739736,0.140267117480051
"23","Ball Mountain Lake",-0.0637700072524928,0.0185285402093823,0.0451444390013861,0.00230800783637652,-0.298051949976438,-0.136528197990924,-0.0156551581411696,-0.0231524752295901,0.0395355680442963,0.191196518957984,0.0846246587845656,0.0384661500493954
"24","Bankhead Lake",0.0714386589826161,0.00488580689916201,0.0418368708601212,-0.00737150165852513,-0.0381152430681762,-0.0720618688020897,0.0228185330695312,-0.0965562307906263,0.181880710607298,0.0918238241642167,0.0865438312334668,0.148618500581752
"25","Bardwell Lake",0.134895369864801,0.0325631632790494,0.0914430730467119,-0.0325363568370825,0.0217197347332594,-0.0155374018901169,0.016767352977438,-0.115726278689724,0.209861222778005,0.0572071838141145,0.163323124597032,0.0673587260115732
"26","Barren River Lake",0.121492805090389,0.0725251845508077,0.0816274825404853,0.053337487817549,-0.0538573508005823,-0.112238427393786,0.00850909394838571,-0.0783939675344696,0.341693107334886,0.530527394919695,0.199858840919785,0.319919517102616
"27","Bay Springs Lake and Divide Cut",0.057029414498094,-0.00400911511209407,0.0317392453551227,0.00931752990131441,-0.0194543862583169,-0.0399860191513904,-0.0313680589992279,-0.0414896170557308,0.374480094313672,0.0728146670143903,0.0886210217690189,0.0587254185263279
"28","Bayou Bodcau Reservoir",0.228696218428499,0.0659461314533773,0.104152642243672,0.0413344206827388,0.164895170326614,0.014117025405756,0.0367369282859032,-0.0219262290067369,0.276826309594907,0.0998920536461349,0.155901281319806,0.174732964582888
"29","Beach City Lake",0.123113315872892,0.0678096765309696,0.11983821241586,0.0375112971124769,0.0434217956979308,-0.023539783885775,0.0210707768812961,-0.00859616617798125,0.195024082270681,0.162559405602674,0.183414562495298,0.0875225426235741
"30","Bear Creek Lake",-0.0345226654098015,0.0117737902110903,-0.0775041055879171,0.0344978946354383,-0.160423162583519,-0.0551330910461747,-0.277631721439714,-0.0552946263247702,0.0735420919127215,0.0934546452802073,0.0871742799511508,0.151728747645379
"31","Beaver Lake",0.0184416139762276,-0.0430967110795013,0.0447729397710493,-0.0381266513502653,-0.109079884983767,-0.184460801581639,-0.00589888431518022,-0.161278160882991,0.136644976551065,0.0592199339261355,0.115393784352396,0.0553533271660029
"32","Beech Fork Lake",0.0147770420473206,-0.00705655900561142,0.0153982345772377,-0.0101816115940736,-0.0663007822563977,-0.0883644439616293,-0.111817077314656,-0.0549249245939167,0.0808290069953219,0.0649058300780124,0.0490042464537205,0.0415873168163705
